prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Spot instances where the agent exceeded 28 min.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 28, ""unit"": ""min""}","{""threshold"": 28.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Note if the response gap was wider than 29 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""sec""}","{""threshold"": 29.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was it tagged 'refund'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Check if thw reply came withib 12 minuted.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 12, ""unit"": ""minutes""}","{""threshold"": 12.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Inspect if the first reply came under 13 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 13, ""unit"": ""sec""}","{""threshold"": 13.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was it tagged 'resolved'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
sid the agebt take too lobg to rrspond??,SYMBOLIC_TIME,time_implicit,"{""threshold"": 23, ""unit"": ""seconds""}",,False,False,False,False,False,False
Was the conversation wrapped up before hitting 15 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Did the exchange exceed 16 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
spot threads that took over 25 replies.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Verify ticket has 'feature-request' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
Did the total number of messages go above 17?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Was the response time longer or shorter than 7 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""hrs""}","{""threshold"": 7.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer's message acknowledged within 12 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 12, ""unit"": ""minutes""}","{""threshold"": 12.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Spot instances where the agent exceeded 8 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 8, ""unit"": ""sec""}","{""threshold"": 8.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Is the 'vip' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Was the fitst rwply prpmpt?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 18, ""unit"": ""seconds""}",,False,False,False,False,False,False
Was the customer kept waiting beyond 6 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 6, ""unit"": ""sec""}","{""threshold"": 6.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Measure whether the first response took less than 23 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 23, ""unit"": ""hrs""}","{""threshold"": 23.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Flag tickets marked 'duplicate'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
assess whether the 29 min thresho;d was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 29, ""unit"": ""min""}","{""threshold"": 29.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the customer end up waiting over 9 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 9, ""unit"": ""hrs""}","{""threshold"": 9.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Log conversations that passed 25 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Log responses that exceeded the 120 min mark.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 120, ""unit"": ""min""}","{""threshold"": 120.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Flag if the conversation exceeded 17 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Were more than 7 back-and-forth exchanges needed?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Did the customer receive a reply within 90 seconds,SYMBOLIC_TIME,time_explicit,"{""threshold"": 90, ""unit"": ""seconds""}","{""threshold"": 90.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Catalog threads over 6 exchanges long.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Has this been flagged as 'pending'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""pending""}","{""subtype"": ""tag"", ""value"": ""pending""}",True,True,True,True,True,True
Filter for chat tickets.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Did the agent keep the exchange short?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 14}",,False,False,False,False,False,False
Was the thread longer than 14 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Did the thread contain at least 16 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Flag if the conversation exceeded 4 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Did the agent's response arrive in under 18 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 18, ""unit"": ""min""}","{""threshold"": 18.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did more than 16 replies get sent by the agent?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Was the conversation longer than 17 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Confirm the reply was delivered within 24 minutes,SYMBOLIC_TIME,time_explicit,"{""threshold"": 24, ""unit"": ""minutes""}","{""threshold"": 24.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if the reply came within 4 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 4, ""unit"": ""hours""}","{""threshold"": 4.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was there a response within 12 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 12, ""unit"": ""min""}","{""threshold"": 12.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did this come through whatsapp?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Watch for reply times over 14 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 14, ""unit"": ""sec""}","{""threshold"": 14.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Assesa whether the turn couny exceedef 4.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Check if the reply came within 8 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 8, ""unit"": ""hrs""}","{""threshold"": 8.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Examine if the response was sent before the 30 seconds limit.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""seconds""}","{""threshold"": 30.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if tagged as 'resolved'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Did the exchange exceed 11 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Is this an 'high-priority' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Is this from web form?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""web form""}",,False,False,False,False,False,False
Watch for reply times over 22 min.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 22, ""unit"": ""min""}","{""threshold"": 22.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
measure whehter the first response took less than 22 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""hours""}","{""threshold"": 22.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Record cases where more than 13 replies were needed.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Identify 'urgent' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""urgent""}","{""subtype"": ""tag"", ""value"": ""urgent""}",True,True,True,True,True,True
Did the conversation stay under 12 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
detect if 'legal' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Is this a email ticket?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""email""}","{""subtype"": ""channel"", ""value"": ""email""}",True,True,True,True,True,True
Were more than 6 back-and-forth exchanges needed?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Did the customer end up waiting over 60 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 60, ""unit"": ""sec""}","{""threshold"": 60.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Has this been flagged as 'spam'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Was the time to first response shorter than 22 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 22, ""unit"": ""min""}","{""threshold"": 22.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was it tagged 'follow-up'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Was the conversation longer than 2 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Did the queue time exceed 26 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 26, ""unit"": ""seconds""}","{""threshold"": 26.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Log responses that exceeded the 120 sec mark.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 120, ""unit"": ""sec""}","{""threshold"": 120.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Report whether the 19 min window was breached.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 19, ""unit"": ""min""}","{""threshold"": 19.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Is this an 'billing' case,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Is this marked as 'onboarding'??,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
qudir the response against the 10 min standatd.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 10, ""unit"": ""min""}","{""threshold"": 10.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the response time longer or shorter than 1 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 1, ""unit"": ""seconds""}","{""threshold"": 1.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Pinpoint responses that came after 12 hrs.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""hrs""}","{""threshold"": 12.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Track if the turnaround time surpassed 25 hours.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""hours""}","{""threshold"": 25.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Was  exchange completed within 18 messges?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Was the agent's first message within 12 seconds of the query?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 12, ""unit"": ""seconds""}","{""threshold"": 12.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Inspect if the first reply came under 19 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 19, ""unit"": ""minutes""}","{""threshold"": 19.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the first reply sent in under 45 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 45, ""unit"": ""min""}","{""threshold"": 45.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this marked as 'billing'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Identify threads where 11 exchanges were not enough.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Did the back-and-forth go past 4 exchanges?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Was the customer left hanging for more than 25 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""min""}","{""threshold"": 25.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Note interactions requiring more than 17 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Count the number of agent responses and compare to 19.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Spot instances where the agent exceeded 2 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 2, ""unit"": ""seconds""}","{""threshold"": 2.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Highlight conversations running past 14 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Was the response time longer or shorter than 4 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 4, ""unit"": ""sec""}","{""threshold"": 4.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if more than 17 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Was  titsl interaction umder 11 back-and-fotrhs?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 11}",,False,False,False,False,False,False
Was the customer contacted back within 1 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""hrs""}","{""threshold"": 1.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the conversation longer than 10 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Detect if there was a delay over 2 minutes.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 2, ""unit"": ""minutes""}","{""threshold"": 2.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Is the 'feature-request' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
Has this been flagged as 'vip'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Did the agent take longer than 26 sec to get back?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 26, ""unit"": ""sec""}","{""threshold"": 26.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Was it tagged 'complaint'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Was the channel twitter?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""twitter""}","{""subtype"": ""channel"", ""value"": ""twitter""}",True,True,True,True,True,True
