prompt,category,subcategory,style,noise,params,top_category
Watch for turn counts above 25.,SYMBOLIC_COUNT,count_moderate,instruction,none,"{""threshold"": 25}",SYMBOLIC_COUNT
Check if the customer was offered different compensation in a prior interaction.,UNSUPPORTED,llm_generated,instruction,none,,UNSUPPORTED
Check if agent showed active listening then actually got account access restored.,SEMANTIC_SOLUTION,llm_generated,instruction,none,,SEMANTIC
Check if the agent concluded appropriately and asked if customer needs anything else.,SEMANTIC_CLOSING,llm_generated,instruction,medium,,SEMANTIC
Did the agent take longer than 7 hours to get back?,SYMBOLIC_TIME,time_moderate,question,none,"{""threshold"": 7, ""unit"": ""hours""}",SYMBOLIC_TIME
"Assess whether the agent used empathy as a bridge to concrete guidance, not as a substitute, in this flight delay chat.",SEMANTIC_SOLUTION,llm_generated,instruction,none,,SEMANTIC
Did the agent properly identify themself and acknowlege the service outage at the very start?,SEMANTIC_GREETING,llm_generated,question,light,,SEMANTIC
Flag if the conversation exceeded 11 messages.,SYMBOLIC_COUNT,count_moderate,instruction,none,"{""threshold"": 11}",SYMBOLIC_COUNT
"If the customer is following up, verify the agent referenced the prior defect complaint and set expectations on next steps, timelines, and what info they need.",SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Check if more than 9 turns occurred.,SYMBOLIC_COUNT,count_explicit,instruction,light,"{""threshold"": 9}",SYMBOLIC_COUNT
Did the conversation overshoot a reasonable length?,SYMBOLIC_COUNT,count_implicit,question,medium,"{""threshold"": 12}",SYMBOLIC_COUNT
Detect whether the agent’s first response shows understanding of the shipping delay before troubleshooting.,SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Pull the customer's credit score from partner portal before evaluating.,UNSUPPORTED,unsupported,instruction,medium,,UNSUPPORTED
Check if the agent explicitly stated what they heard from the customer.,SEMANTIC_EMPATHY,llm_generated,instruction,none,,SEMANTIC
"Evaluate whether the agent’s first line included a suitable intro and acknowledgment; must be explicit, not implied.",SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Detect whether the agent actively listened and summarized the request for escalation.,SEMANTIC_EMPATHY,llm_generated,instruction,medium,,SEMANTIC
Did the agent thank the customer for patience and finish the conversation cleanly?,SEMANTIC_CLOSING,llm_generated,question,none,,SEMANTIC
Check if the agent’s greeting included confirming understanding and a proper conversation finish.,SEMANTIC_CLOSING,llm_generated,instruction,none,,SEMANTIC
Did the agent show patience when customer said “get me a supervisor now” during outage?,SEMANTIC_TONE,llm_generated,question,light,,SEMANTIC
Check if the customer has a history of chronic signal issues at this address.,UNSUPPORTED,llm_generated,instruction,light,,UNSUPPORTED
"When a replacement was offered on phone instead of a refund, judge whether the agent explained the pros/cons and respected the customer’s preference.",HYBRID,llm_generated,instruction,none,,HYBRID
record whether the customer waited beyond 25 sec.,SYMBOLIC_TIME,time_moderate,instruction,light,"{""threshold"": 25, ""unit"": ""sec""}",SYMBOLIC_TIME
"When a billing dispute is resolved on the first contact (single chat session or single call), assess whether the agent’s solution quality seemed complete and not rushed.",HYBRID,llm_generated,instruction,none,,HYBRID
Is 'billing' applied to this ticket??,SYMBOLIC_METADATA,meta_tag,question,medium,"{""subtype"": ""tag"", ""value"": ""billing""}",SYMBOLIC_METADATA
Check if the greeting demonstrates the agent caught the impact of the delay on the customer.,SEMANTIC_EMPATHY,llm_generated,instruction,light,,SEMANTIC
Determine whether the agent properly begins by recognizing the refund request and positioning themselves as the helper before any troubleshooting.,SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Did the thread contain at least 4 messages?,SYMBOLIC_COUNT,count_explicit,question,none,"{""threshold"": 4}",SYMBOLIC_COUNT
Check if the carrier scan history shows the return was delivered to the return center.,UNSUPPORTED,llm_generated,instruction,none,,UNSUPPORTED
Measure whether the first response took less than 3 hrs.,SYMBOLIC_TIME,time_explicit,instruction,light,"{""threshold"": 3, ""unit"": ""hrs""}",SYMBOLIC_TIME
Did agent correctly pick up that customer already tried steps and moved to replacement?,SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
"Assess whether the agent’s wording felt reassuring, given it was a data breach notification and they were delivering the outcome.",SEMANTIC_TONE,llm_generated,instruction,none,,SEMANTIC
Report whether 16 exchanges were exceeded.,SYMBOLIC_COUNT,count_explicit,instruction,none,"{""threshold"": 16}",SYMBOLIC_COUNT
"did the agent keep the customer informed while escalating, using clear acknowledgments?",SEMANTIC_TONE,llm_generated,question,light,,SEMANTIC
Did agent correctly interpret the customer’s cancellation intent and present alternatives without derailing?,SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
Test whether fewer than 15 turns were used.,SYMBOLIC_COUNT,count_explicit,instruction,none,"{""threshold"": 15}",SYMBOLIC_COUNT
Audit sessions where the total message count is 15 or higher; judge if the agent maintained professional courtesy from start to finish.,HYBRID,llm_generated,instruction,medium,,HYBRID
Is the 'spam' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,question,medium,"{""subtype"": ""tag"", ""value"": ""spam""}",SYMBOLIC_METADATA
"Did the agent mix up cancellation with plan change, or did they address cancel request and offer options?",SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
What is the customer's account balance according to external database records?,UNSUPPORTED,unsupported,question,medium,,UNSUPPORTED
Would the customer recommend the service after this subscription interaction?,UNSUPPORTED,unsupported,question,light,,UNSUPPORTED
Track if the turnaround time surpassed 18 seconds.,SYMBOLIC_TIME,time_moderate,instruction,none,"{""threshold"": 18, ""unit"": ""seconds""}",SYMBOLIC_TIME
Verify whether the customer ultimately kept the food or disposed of it after delivery.,UNSUPPORTED,llm_generated,instruction,none,,UNSUPPORTED
Confirm the agent didn’t stop at sorry—did they tackle the billing discrepancy?,SEMANTIC_SOLUTION,llm_generated,question,light,,SEMANTIC
"If this came via web form, was yhe communocation style suitable?",HYBRID,hybrid,question,light,,HYBRID
Detect whether agent recognized urgency and took charge of coordinating the fix.,SEMANTIC_EMPATHY,llm_generated,instruction,light,,SEMANTIC
"Determine whether the agent concluded appropriately by confirming access restored and inviting further questions, especially after recognizing the customer’s frustration during the lost-password resolution delivery stage.",SEMANTIC_CLOSING,llm_generated,instruction,none,,SEMANTIC
Identify threads where 8 exchanges were not enough.,SYMBOLIC_COUNT,count_moderate,instruction,none,"{""threshold"": 8}",SYMBOLIC_COUNT
Identify if more than 7 replies were sent.,SYMBOLIC_COUNT,count_explicit,instruction,light,"{""threshold"": 7}",SYMBOLIC_COUNT
Did the exchange exceed 17 messages?,SYMBOLIC_COUNT,count_explicit,question,none,"{""threshold"": 17}",SYMBOLIC_COUNT
Is the 'bug' tag present on this tivket,SYMBOLIC_METADATA,meta_tag,question,light,"{""subtype"": ""tag"", ""value"": ""bug""}",SYMBOLIC_METADATA
"Detect whether the agent ended the chat in a way that matches customer service standards, especially after validating emotions around the flight delay and walking through initial troubleshooting steps.",SEMANTIC_CLOSING,llm_generated,instruction,none,,SEMANTIC
Watch for turn coubts above 17.,SYMBOLIC_COUNT,count_moderate,instruction,heavy,"{""threshold"": 17}",SYMBOLIC_COUNT
Flag if the convesation exceeded 25 messages.,SYMBOLIC_COUNT,count_moderate,instruction,medium,"{""threshold"": 25}",SYMBOLIC_COUNT
"detect whether the agent tailored wording to the customer’s specific refund context (order, timing, issue) during initial troubleshooting, rather than using generic scripts.",SEMANTIC_EMPATHY,llm_generated,instruction,medium,,SEMANTIC
"Confirm the agent did not mislabel the billing error as a payment issue, and apologized in the greeting.",SEMANTIC_COMPREHENSION,llm_generated,instruction,none,,SEMANTIC
Check the first two lines: does the agent acknowledge the delay and reassure the customer they’ll help troubleshoot?,SEMANTIC_GREETING,llm_generated,question,none,,SEMANTIC
Compare this agent's handling against the customer's log in ERP.,UNSUPPORTED,unsupported,instruction,none,,UNSUPPORTED
"If internal notes are present, was the follow-up offer specific (e.g., callback, email update) rather than vague??",HYBRID,llm_generated,question,light,,HYBRID
"For shipping-complaint chats where wait time was under 2 minutes, assess whether the agent still showed empathy rather than sounding rushed.",HYBRID,llm_generated,instruction,light,,HYBRID
did the agent both respond within 5 minutes and address the core issue?,HYBRID,hybrid,question,medium,,HYBRID
Did the agent meet the 180 seconds response target?,SYMBOLIC_TIME,time_explicit,question,none,"{""threshold"": 180, ""unit"": ""seconds""}",SYMBOLIC_TIME
"Check whether the agent provided a workable path to regain access, not just empathy.",SEMANTIC_SOLUTION,llm_generated,instruction,none,,SEMANTIC
Detect whether phone etiquette was maintained under pressure.,HYBRID,hybrid,instruction,light,,HYBRID
Evaluate both response speed (3 minute threshold) and helpfulness.,HYBRID,hybrid,instruction,medium,,HYBRID
Did it go over 8 exchanges before reaching resolution?,SYMBOLIC_COUNT,count_moderate,question,none,"{""threshold"": 8}",SYMBOLIC_COUNT
Did the first agent message include an acknowledgement + a check like “am I understanding right?”,SEMANTIC_GREETING,llm_generated,question,none,,SEMANTIC
"If the agent added internal notes, assess whether they offered an appropriate follow-up channel before ending the conversation.",HYBRID,llm_generated,instruction,none,,HYBRID
Evaluate if resolved within 18 turns.,SYMBOLIC_COUNT,count_moderate,instruction,medium,"{""threshold"": 18}",SYMBOLIC_COUNT
Evaluate based on the customer's past return interactions across 5 tickets.,UNSUPPORTED,unsupported,instruction,none,,UNSUPPORTED
Did the customer’s overall relationship value decrease following this incident?,UNSUPPORTED,llm_generated,question,light,,UNSUPPORTED
Did the agent end thw chat appripriatwly after thr escalation request?,SEMANTIC_CLOSING,llm_generated,question,medium,,SEMANTIC
Determine if agent wrapped conversation appropriately after greeting and verifying you understood the shipping delay details; require an explicit offer of further help and a clear final statement.,SEMANTIC_CLOSING,llm_generated,instruction,none,,SEMANTIC
Verify the agent acknowledged the cancellation context and offered relevant alternatives.,SEMANTIC_EMPATHY,llm_generated,instruction,none,,SEMANTIC
"If refund is requested, determine whether the agent’s first response is personalized and clearly states they’re assisting.",SEMANTIC_GREETING,llm_generated,instruction,light,,SEMANTIC
"For responses taking over 10 minutes, was there an apology?",HYBRID,hybrid,question,light,,HYBRID
"Detect if the agent started by acknowledging the customer and apologizing for the billing discrepancy, then set expectations for help.",SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Was there a noticeable delay?,SYMBOLIC_TIME,time_implicit,question,none,"{""threshold"": 7, ""unit"": ""sec""}",SYMBOLIC_TIME
Check opening compliance: agent must identify self and acknowledge customer (no exceptions).,SEMANTIC_GREETING,llm_generated,instruction,heavy,,SEMANTIC
Did the interaction require over 12 turns?,SYMBOLIC_COUNT,count_moderate,question,heavy,"{""threshold"": 12}",SYMBOLIC_COUNT
Did the customer rate this interaction positively after 30 days?,UNSUPPORTED,unsupported,question,none,,UNSUPPORTED
"Determine whether the agent provided a polite final message once options for the delayed flight were discussed, including an offer to help with anything else.",SEMANTIC_CLOSING,llm_generated,instruction,none,,SEMANTIC
Check if agent ended convo right after validating feelings (not too abrupt),SEMANTIC_CLOSING,llm_generated,instruction,light,,SEMANTIC
was message count above 13?,SYMBOLIC_COUNT,count_explicit,question,light,"{""threshold"": 13}",SYMBOLIC_COUNT
"If customer is angry about the breach notice, did agent acknowledge that reaction and still guide to resolution?",SEMANTIC_EMPATHY,llm_generated,question,none,,SEMANTIC
Check if the network node serving the customer showed congestion at that time.,UNSUPPORTED,llm_generated,instruction,medium,,UNSUPPORTED
"For responses taking over 45 minutes, was there an apology?",HYBRID,hybrid,question,none,,HYBRID
"Verify agent acknowledged the customer’s stated goal (refund/exchange) and mapped next steps to it; if not, flag mismatch between request and guidance.",SEMANTIC_COMPREHENSION,llm_generated,instruction,none,,SEMANTIC
Detect whether the greeting shows the agent pinpointed the billing error and apologized without changing the customer’s request.,SEMANTIC_COMPREHENSION,llm_generated,instruction,medium,,SEMANTIC
Determine if first response exceeded 10 minutes.,SYMBOLIC_TIME,time_explicit,instruction,none,"{""threshold"": 10, ""unit"": ""minutes""}",SYMBOLIC_TIME
Assess whetehr the interaction was streamlined.,SYMBOLIC_COUNT,count_implicit,instruction,medium,"{""threshold"": 3}",SYMBOLIC_COUNT
Detect if 'bug' label exists.,SYMBOLIC_METADATA,meta_tag,instruction,none,"{""subtype"": ""tag"", ""value"": ""bug""}",SYMBOLIC_METADATA
Check for a clean end: recap + next steps + further help offer.,SEMANTIC_CLOSING,llm_generated,instruction,light,,SEMANTIC
